NAME,DESCONT,PRICE,RATING,RELEASE,ENDS,STARTED
Cockwork Industries Complete,-60%,"R$ 7,99",74.18%,Nov 2019,2024-06-02 14:00:00,2024-05-19 17:05:01
Metal Unit,-80%,"R$ 9,39",80.50%,Jan 2021,2024-05-30 14:00:00,2024-05-16 14:02:43
Revita,-50%,"R$ 19,99",79.66%,—,2024-05-27 14:00:00,2024-05-13 14:23:13
TrymenT ―献给渴望改变的你― AlphA篇,-67%,"R$ 29,03",85.87%,Feb 2020,2024-05-26 14:00:00,2024-05-18 13:05:01
Love Rhythm,-50%,"R$ 5,24",74.62%,Nov 2019,2024-05-20 14:00:00,2024-05-13 14:23:14
Pumpkin Jack,-75%,"R$ 22,24",88.82%,Oct 2020,2024-05-22 14:00:00,2024-05-15 14:02:41
Ludus,-65%,"R$ 11,54",66.83%,Feb 2020,2024-05-20 14:00:00,2024-05-13 14:23:16
Gift Girl,-60%,"R$ 2,79",63.28%,Mar 2020,2024-06-02 14:00:00,2024-05-19 06:05:02
My Cute Fuhrer,-60%,"R$ 2,79",82.50%,Apr 2020,2024-05-27 14:00:00,2024-05-13 14:23:16
MX vs ATV Legends,-50%,"R$ 37,50",67.95%,Jun 2022,2024-05-20 14:00:00,2024-05-13 14:23:16
ВЗЛОМ ЖОПЫ,-50%,"R$ 1,74",83.01%,Feb 2020,2024-05-22 14:00:00,2024-05-08 14:02:32
Exit the Gungeon,-60%,"R$ 13,19",74.16%,Mar 2020,2024-05-23 14:00:00,2024-05-16 14:02:46
Hotel Renovator,-50%,"R$ 44,95",76.26%,Mar 2023,2024-05-24 14:00:00,2024-05-17 14:02:15
Cartel Tycoon,-73%,"R$ 34,44",74.83%,Jul 2022,2024-05-27 14:00:00,2024-05-13 14:23:18
NORCO,-60%,"R$ 18,79",88.76%,Mar 2022,2024-05-23 14:00:00,2024-05-09 14:02:53
Trigon: Space Story,-70%,"R$ 11,39",67.12%,Apr 2022,2024-05-20 14:00:00,2024-05-13 14:23:19
Despot's Game: Dystopian Battle Simulator,-60%,"R$ 15,19",82.40%,Sep 2022,2024-05-27 14:00:00,2024-05-13 14:23:19
Disc Room,-67%,"R$ 15,50",88.19%,Oct 2020,2024-05-23 14:00:00,2024-05-16 14:02:48
Paper Beast,-75%,"R$ 11,49",88.01%,Jul 2020,2024-05-27 14:00:00,2024-05-13 14:23:19
Astronarch,-70%,"R$ 8,69",85.59%,Jan 2021,2024-05-20 14:00:00,2024-05-13 14:23:19
Retrowave,-50%,"R$ 5,24",93.10%,May 2022,2024-05-29 14:00:00,2024-05-15 14:02:45
Jurassic World Evolution 2,-70%,"R$ 32,99",86.08%,Nov 2021,2024-05-27 14:00:00,2024-05-16 14:02:50
Golden Light,-50%,"R$ 29,99",85.76%,Mar 2022,2024-05-20 14:00:00,2024-05-13 14:23:21
Cardaclysm,-90%,"R$ 4,69",63.97%,Feb 2021,2024-05-22 14:00:00,2024-05-15 14:02:46
Escape Dungeon,-60%,"R$ 16,79",76.04%,Nov 2020,2024-05-20 14:00:00,2024-05-13 14:23:22
The House of Da Vinci 2,-50%,"R$ 29,99",87.74%,May 2020,2024-05-20 14:00:00,2024-05-13 14:23:22
Streamer Life Simulator,-70%,"R$ 23,26",76.05%,Aug 2020,2024-05-20 14:00:00,2024-05-13 14:23:23
Asterix & Obelix XXL: Romastered,-85%,"R$ 7,94",72.16%,Oct 2020,2024-05-22 14:00:00,2024-05-15 13:05:02
Blightbound,-60%,"R$ 23,99",62.93%,Jul 2021,2024-05-23 14:00:00,2024-05-16 14:02:51
Slipways,-50%,"R$ 16,49",88.46%,Jun 2021,2024-05-20 14:00:00,2024-05-13 14:23:23
Life is Strange Remastered,-50%,"R$ 99,50",80.32%,Feb 2022,2024-05-21 14:00:00,2024-05-08 14:02:36
Life is Strange: Before the Storm Remastered,-50%,"R$ 99,50",70.99%,Feb 2022,2024-05-21 14:00:00,2024-05-08 14:02:36
Rift Wizard,-50%,"R$ 14,49",87.91%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:23:24
HOT WHEELS UNLEASHED™,-85%,"R$ 29,92",76.39%,Sep 2021,2024-06-01 14:00:00,2024-05-18 14:02:29
Tinkertown,-75%,"R$ 13,12",67.77%,Jun 2023,2024-05-21 14:00:00,2024-05-15 14:02:49
Vampire: The Masquerade - Shadows of New York,-80%,"R$ 5,37",73.25%,Sep 2020,2024-05-27 14:00:00,2024-05-13 14:23:25
Loop Hero,-67%,"R$ 15,50",91.32%,Mar 2021,2024-05-23 14:00:00,2024-05-13 14:23:26
Desktop Kanojo,-50%,"R$ 5,24",82.33%,Apr 2020,2024-05-20 14:00:00,2024-05-13 14:23:26
Daily Wife,-92%,"R$ 2,56",76.33%,Aug 2020,2024-06-02 14:00:00,2024-05-19 06:05:02
Ship of Fools,-60%,"R$ 45,99",77.50%,Nov 2022,2024-05-21 14:00:00,2024-05-14 14:02:23
Siralim Ultimate,-50%,"R$ 29,99",89.85%,Dec 2021,2024-05-20 14:00:00,2024-05-13 14:23:26
Rollerdrome,-67%,"R$ 52,76",87.40%,Aug 2022,2024-05-20 14:00:00,2024-05-06 14:23:31
Archvale,-50%,"R$ 22,49",85.35%,Dec 2021,2024-05-20 14:00:00,2024-05-13 14:23:27
The Shore,-80%,"R$ 4,97",70.88%,Feb 2021,2024-05-20 14:00:00,2024-05-13 14:23:27
Olija,-70%,"R$ 14,09",85.75%,Jan 2021,2024-05-23 14:00:00,2024-05-16 14:02:56
Monster Energy Supercross - The Official Videogame 4,-85%,"R$ 22,42",62.72%,Mar 2021,2024-05-20 14:00:00,2024-05-13 14:23:28
Barro Racing,-90%,"R$ 1,74",80.57%,Sep 2020,2024-05-25 14:00:00,2024-05-11 14:02:10
Escape Dungeon 2,-50%,"R$ 27,49",89.40%,Jan 2022,2024-05-20 14:00:00,2024-05-13 14:23:29
shapez,-78%,"R$ 10,83",93.67%,Jun 2020,2024-05-27 14:00:00,2024-05-13 14:23:30
Alex Kidd in Miracle World DX,-71%,"R$ 42,05",76.60%,Jun 2021,1969-12-31 21:00:00,2024-05-13 14:23:30
Paper Dolls 2 纸人贰,-50%,"R$ 18,99",81.02%,Jul 2020,2024-05-19 20:00:00,2024-05-05 20:05:01
Alba: A Wildlife Adventure,-75%,"R$ 13,12",94.21%,Dec 2020,2024-05-27 14:00:00,2024-05-13 14:23:31
Choice of Life: Middle Ages,-80%,"R$ 3,39",84.71%,Nov 2020,2024-05-20 14:00:00,2024-05-06 14:23:36
McPixel 3,-80%,"R$ 6,59",90.88%,Nov 2022,2024-05-23 14:00:00,2024-05-16 14:02:58
The Dungeon Beneath,-50%,"R$ 23,49",83.24%,Oct 2020,2024-05-20 14:00:00,2024-05-13 14:23:33
Lacuna – A Sci-Fi Noir Adventure,-80%,"R$ 6,19",88.21%,May 2021,2024-05-21 14:00:00,2024-05-08 14:02:43
Blade Assault,-80%,"R$ 6,99",74.00%,Jan 2022,2024-05-30 14:00:00,2024-05-16 14:03:01
Trek to Yomi,-60%,"R$ 23,99",68.43%,May 2022,2024-05-23 14:00:00,2024-05-16 14:03:01
Card Shark,-50%,"R$ 29,99",87.52%,Jun 2022,2024-05-23 14:00:00,2024-05-09 14:03:05
JoJo's Bizarre Adventure: All-Star Battle R,-70%,"R$ 60,75",85.06%,Sep 2022,2024-05-20 14:00:00,2024-05-13 14:23:35
Vampires' Melody,-80%,"R$ 2,75",94.11%,Oct 2020,2024-05-24 14:00:00,2024-05-09 21:05:03
Nickelodeon Kart Racers 2: Grand Prix,-85%,"R$ 5,69",74.39%,Dec 2020,2024-05-20 14:00:00,2024-05-13 14:23:36
Across the Obelisk,-50%,"R$ 35,99",80.59%,Apr 2021,2024-05-23 14:00:00,2024-05-09 14:03:06
Mech Armada,-75%,"R$ 9,49",76.18%,Jun 2022,2024-05-20 14:00:00,2024-05-13 14:23:36
Mind Scanners,-65%,"R$ 11,54",74.17%,May 2021,2024-05-20 14:00:00,2024-05-13 14:23:36
The Crackpet Show,-75%,"R$ 11,75",84.00%,Dec 2022,2024-05-20 14:00:00,2024-05-13 14:23:36
Milk inside a bag of milk inside a bag of milk,-50%,"R$ 1,74",94.76%,Aug 2020,2024-05-20 14:00:00,2024-05-13 14:23:37
Kandidatos,-50%,"R$ 1,74",86.99%,Sep 2020,2024-05-22 14:00:00,2024-05-08 14:02:45
Furry Shades of Gay,-60%,"R$ 9,40",82.69%,Dec 2020,2024-05-30 14:00:00,2024-05-16 13:05:02
SCP Strategy,-85%,"R$ 3,52",82.01%,May 2022,2024-05-20 14:00:00,2024-05-13 14:23:38
Red Dead Online,-50%,"R$ 55,99",82.13%,Dec 2020,2024-05-27 14:00:00,2024-05-13 14:23:38
Nickelodeon All-Star Brawl,-90%,"R$ 9,39",70.26%,Oct 2021,2024-05-20 14:00:00,2024-05-13 14:23:39
Kandidatos Kart,-50%,"R$ 1,74",82.36%,Oct 2020,2024-05-22 14:00:00,2024-05-08 14:02:47
Happy Quest,-70%,"R$ 2,09",78.91%,Nov 2020,2024-05-20 14:00:00,2024-05-13 14:23:39
Souldiers,-65%,"R$ 16,09",65.54%,Jun 2022,2024-05-27 14:00:00,2024-05-13 14:23:40
The Solitaire Conspiracy,-80%,"R$ 4,97",84.29%,Oct 2020,2024-05-20 14:00:00,2024-05-13 14:23:40
Nobody Saves the World,-60%,"R$ 29,59",87.88%,Jan 2022,2024-05-20 14:00:00,2024-05-13 14:23:41
Hentai Furry 2,-50%,"R$ 1,74",79.08%,Nov 2020,2024-05-29 14:00:00,2024-05-15 14:03:02
Road 96 🛣️,-75%,"R$ 24,00",89.36%,Aug 2021,2024-05-20 14:00:00,2024-05-06 14:23:50
Diggles: The Myth of Fenris,-60%,"R$ 8,27",82.76%,Dec 2020,2024-05-29 14:00:00,2024-05-15 11:05:02
Dead Estate,-50%,"R$ 8,99",90.97%,Oct 2021,2024-05-20 14:00:00,2024-05-13 14:23:46
ENDLESS™ Dungeon,-50%,"R$ 79,95",65.17%,Oct 2023,2024-05-20 14:00:00,2024-05-13 14:23:47
Intravenous,-70%,"R$ 17,99",87.45%,Jul 2021,2024-05-20 14:00:00,2024-05-06 14:23:53
Recipe for Disaster,-72%,"R$ 13,15",70.24%,Aug 2022,2024-05-20 14:00:00,2024-05-13 14:23:47
Machinika: Museum,-100%,"R$ 0,00",87.44%,Mar 2021,2024-05-27 14:00:00,2024-05-13 14:23:49
Re: LieF ~ Shin'ainaru Anata e~,-58%,"R$ 27,71",88.43%,Feb 2021,2024-05-26 14:00:00,2024-05-18 13:05:01
Orcs Must Die! 3,-70%,"R$ 26,69",83.22%,Jul 2021,2024-05-27 14:00:00,2024-05-15 12:05:02
Симулятор Прыгания по Гаражам,-50%,"R$ 1,74",75.70%,Dec 2022,2024-05-29 14:00:00,2024-05-15 14:03:09
Distant Worlds 2,-50%,"R$ 67,49",67.83%,Mar 2022,2024-05-20 14:00:00,2024-05-13 14:23:51
Sex and the Furry Titty,-60%,"R$ 9,40",85.84%,Jun 2021,2024-05-30 14:00:00,2024-05-16 13:05:02
My Friend Stalin,-50%,"R$ 1,74",83.73%,Jun 2021,2024-05-28 14:00:00,2024-05-14 14:02:38
Isonzo,-67%,"R$ 29,36",80.46%,Sep 2022,2024-05-31 14:00:00,2024-05-17 14:02:33
ROUNDS,-50%,"R$ 8,99",93.04%,Apr 2021,2024-05-29 14:00:00,2024-05-15 14:03:12
Internet Cafe Simulator 2,-60%,"R$ 23,99",72.25%,Jan 2022,2024-05-26 14:00:00,2024-05-12 14:02:22
IRMÃO Grande & Brasileiro 2,-65%,"R$ 6,99",91.39%,Oct 2021,2024-05-20 14:00:00,2024-05-13 14:23:56
Choice of Life: Middle Ages 2,-50%,"R$ 11,75",89.38%,Sep 2022,2024-05-20 14:00:00,2024-05-06 14:24:01
СИМУЛЯТОР ОДИНОЧЕСТВА В РУССКОЙ ДЕРЕВНЕ,-70%,"R$ 2,09",74.99%,Apr 2021,2024-05-28 14:00:00,2024-05-14 14:02:41
Lil Gator Game,-50%,"R$ 29,99",94.99%,Dec 2022,2024-05-31 14:00:00,2024-05-17 14:02:36
Crypto Mining Simulator,-70%,"R$ 5,09",66.10%,Apr 2021,2024-05-20 14:00:00,2024-05-13 14:23:59
Shanhe,-60%,"R$ 5,79",72.87%,Jul 2023,2024-05-29 14:00:00,2024-05-15 14:03:16
The House of Da Vinci 3,-50%,"R$ 29,99",86.03%,Dec 2022,2024-05-25 14:00:00,2024-05-18 14:02:53
Conquest of Elysium 5,-50%,"R$ 44,49",84.51%,Aug 2021,2024-05-20 14:00:00,2024-05-13 14:24:00
Hellslave,-75%,"R$ 11,49",75.97%,May 2022,2024-05-27 14:00:00,2024-05-13 14:24:01
OTXO,-50%,"R$ 14,49",89.77%,Apr 2023,2024-05-20 14:00:00,2024-05-13 14:24:01
Happy Guy,-60%,"R$ 4,19",74.67%,Sep 2021,2024-05-20 14:00:00,2024-05-13 14:24:01
Noob - The Factionless,-60%,"R$ 31,99",79.60%,Jun 2023,2024-05-22 14:00:00,2024-05-15 13:05:02
Hero's Hour,-50%,"R$ 17,49",77.76%,Mar 2022,2024-05-20 14:00:00,2024-05-13 14:24:05
Minecraft Dungeons,-50%,"R$ 37,47",88.83%,Sep 2021,2024-05-29 14:00:00,2024-05-15 14:03:21
👑 Idle Calibur 👑（选王之剑）,-50%,"R$ 13,24",83.57%,Jan 2022,2024-05-31 14:00:00,2024-05-17 14:02:41
Blade of Darkness,-60%,"R$ 11,59",87.95%,Oct 2021,2024-05-29 14:00:00,2024-05-15 14:03:25
Lumencraft,-55%,"R$ 26,99",75.19%,Feb 2023,2024-05-20 14:00:00,2024-05-13 14:24:13
CaseCracker,-50%,"R$ 10,34",88.73%,Dec 2022,2024-06-02 14:00:00,2024-05-19 14:02:47
Furry Shades of Gay 2: A Shade Gayer,-50%,"R$ 16,49",88.90%,Dec 2021,2024-05-30 14:00:00,2024-05-16 13:05:02
Sex and the Furry Titty 2: Sins of the City,-50%,"R$ 16,49",86.34%,Sep 2022,2024-05-30 14:00:00,2024-05-16 13:05:02
Brewpub Simulator,-54%,"R$ 34,93",60.77%,Jul 2023,2024-05-20 14:00:00,2024-05-13 14:24:18
FORWARD: Escape the Fold - Ultimate Edition,-50%,"R$ 10,34",81.11%,Mar 2022,2024-05-20 14:00:00,2024-05-13 14:24:19
Mirror Party,-70%,"R$ 2,09",60.15%,Dec 2021,2024-05-24 14:00:00,2024-05-09 21:05:03
Aces & Adventures,-57%,"R$ 49,18",87.43%,Feb 2023,1969-12-31 21:00:00,2024-05-13 14:24:25
PANELKI,-80%,"R$ 3,39",84.34%,Mar 2022,2024-05-27 14:00:00,2024-05-13 14:24:27
Poly Bridge 3,-68%,"R$ 35,07",90.54%,May 2023,2024-05-20 14:00:00,2024-05-13 14:24:28
Dungeon Village,-63%,"R$ 6,87",82.83%,Mar 2022,2024-05-25 14:00:00,2024-05-11 12:05:02
Knightfall: A Daring Journey,-50%,"R$ 8,99",86.01%,Apr 2022,2024-05-29 14:00:00,2024-05-15 14:03:39
Darkest Dungeon® II,-51%,"R$ 89,31",74.35%,May 2023,1969-12-31 21:00:00,2024-05-13 14:24:38
Incubus,-60%,"R$ 14,31",75.77%,Jul 2023,2024-05-29 14:00:00,2024-05-19 14:03:02
Run Build Pew!,-50%,"R$ 5,24",70.59%,Jun 2022,2024-05-20 14:00:00,2024-05-13 14:24:43
Kiwi Clicker - Juiced Up,-50%,"R$ 8,49",90.77%,Jul 2022,2024-05-27 14:00:00,2024-05-13 14:24:43
Return to Monkey Island,-50%,"R$ 36,99",89.23%,Sep 2022,2024-05-23 14:00:00,2024-05-09 14:03:59
Road 96: Mile 0,-70%,"R$ 19,50",66.49%,Apr 2023,2024-05-20 14:00:00,2024-05-06 14:24:53
Black Reliquary,-79%,"R$ 25,11",77.51%,Mar 2023,1969-12-31 21:00:00,2024-05-13 14:24:54
The Bible,-75%,"R$ 7,24",83.53%,Nov 2022,2024-05-20 14:00:00,2024-05-13 14:24:59
Arthas - The Game,-80%,"R$ 3,39",74.19%,Feb 2023,2024-05-20 14:00:00,2024-05-13 14:25:01
DR LIVESEY ROM AND DEATH EDITION,-50%,"R$ 1,74",92.38%,Feb 2023,2024-05-29 14:00:00,2024-05-15 14:03:52
Jianghu Survivor,-50%,"R$ 11,75",83.33%,Jun 2023,2024-05-20 14:00:00,2024-05-13 14:25:02
Assassin's Creed Valhalla,-80%,"R$ 39,99",68.28%,Dec 2022,2024-05-26 14:00:00,2024-05-15 14:03:54
Immortals Fenyx Rising,-85%,"R$ 28,49",68.65%,Dec 2022,2024-05-26 14:00:00,2024-05-19 14:03:14
G.O.P.O.T.A,-50%,"R$ 1,74",79.14%,Apr 2023,2024-05-20 14:00:00,2024-05-13 14:25:20
Russian Village Simulator,-50%,"R$ 23,49",83.38%,Sep 2023,2024-05-20 14:00:00,2024-05-13 14:25:25
Vampires' Melody 2,-50%,"R$ 6,89",82.52%,Sep 2023,2024-05-24 14:00:00,2024-05-09 21:05:03
